Series,Domain,Culture,Experiment,Age,Run,Alpha 1,Metric 1,Alpha 2,Metric 2
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,0,0.96,0.143123973963446,0.8,1.75785718691337
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,1,0.9,0.1902823421807226,1.2,1.771853706946112
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,2,0.9,0.1995233039018049,1.15,1.7708179703105895
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,3,0.94,0.1646437429844503,1.15,1.7709952799859334
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,4,0.94,0.1647728069758721,1.2,1.7714758198504998
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,5,0.92,0.1842139478975695,1.2,1.7716187454636878
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,6,0.9,0.1808063258882443,1.2,1.771795834097558
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,7,0.92,0.155809057650272,1.2,1.7720731285352578
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,8,0.92,0.1687765704200332,1.2,1.771822381486075
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,9,0.94,0.1838914046065597,1.2,1.7714593558178684
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,10,0.85,0.1771088120375819,1.2,1.7718247988326574
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,11,0.94,0.1762715735438164,1.2,1.771567967244509
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,12,0.9,0.167029929654616,1.2,1.7718446384206077
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,13,0.9,0.1606898402739199,1.2,1.7719124021385295
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,06,14,0.94,0.1566289570396827,1.2,1.7722595883500074
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,0,0.94,0.1626096454113729,1.2,1.772088421901881
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,1,0.9,0.1688928481444358,1.2,1.771813987990511
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,2,0.92,0.1653659679778029,1.2,1.77122655590906
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,3,0.8,0.1740556816512165,1.2,1.772030603181883
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,4,0.9,0.2076714374553165,1.2,1.7717380111644787
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,5,0.94,0.1539401625388468,1.2,1.7716419326038788
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,6,0.9,0.1566865928781242,1.2,1.7720145137130054
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,7,0.85,0.1654256170238597,1.15,1.772232432663308
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,8,0.96,0.1347531902236506,0.8,1.7464798994815407
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,9,0.9,0.2002833981785462,1.1,1.7698997833608168
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,10,0.9,0.1680868341312426,1.2,1.771809993639737
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,11,0.8,0.1703238641470503,1.2,1.7711538370500597
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,12,0.96,0.1179242166735948,1.15,1.7665074215354917
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,13,0.92,0.1583470093024951,1.2,1.7721478328605922
exp_series_1_celegans_syn_size,celegans,syn_size,MemoryCapacity,08,14,0.92,0.1594786986915188,1.2,1.7717527785517535
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,3,0.9,-0.0001546072974643,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,11,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,12,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,01,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,12,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,02,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,03,10,0.8,0.0,0.8,0.0
