Series,Domain,Culture,Experiment,Age,Run,Alpha 1,Metric 1,Alpha 2,Metric 2
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,12,1.04,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,13,1.08,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,02,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,03,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,9,0.8,-0.0001546072974643,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,10,0.85,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_count,celegans,syn_count,PerceptualDecisionMaking,04,12,0.8,0.0,0.8,0.0
